start result analysis from detection_results.pkl

    Compute different category objects' precision & recall 
    under different IoU
    
ClassName	Precision       	Recall          	Condition
kite    	  0.427477877413	  0.493406593407	@ [catIds = 38 | IoU = 0.65:0.95]
baseball bat	  0.365230143846	  0.488859764089	@ [catIds = 39 | IoU = 0.65:0.95]
baseball glove	  0.208340188543	  0.329064039409	@ [catIds = 40 | IoU = 0.65:0.95]
skateboard	  0.296013700916	  0.387065637066	@ [catIds = 41 | IoU = 0.65:0.95]
surfboard	  0.482625041172	  0.541101356744	@ [catIds = 42 | IoU = 0.65:0.95]
tennis racket	  0.318098740318	  0.417335473515	@ [catIds = 43 | IoU = 0.65:0.95]
bottle  	   0.40961242151	  0.499682539683	@ [catIds = 44 | IoU = 0.65:0.95]
wine glass	  0.366813850577	  0.500775631082	@ [catIds = 46 | IoU = 0.65:0.95]
cup     	  0.315108269297	  0.424382069543	@ [catIds = 47 | IoU = 0.65:0.95]
fork    	  0.391102613109	  0.527853152434	@ [catIds = 48 | IoU = 0.65:0.95]
knife   	  0.359784107021	   0.46976744186	@ [catIds = 49 | IoU = 0.65:0.95]
spoon   	  0.174040369844	  0.321758241758	@ [catIds = 50 | IoU = 0.65:0.95]
bowl    	  0.161934648963	  0.332580463015	@ [catIds = 51 | IoU = 0.65:0.95]
banana  	  0.365910179685	  0.551020408163	@ [catIds = 52 | IoU = 0.65:0.95]
apple   	  0.184449201592	  0.366023166023	@ [catIds = 53 | IoU = 0.65:0.95]
sandwich	  0.195912549985	  0.405569007264	@ [catIds = 54 | IoU = 0.65:0.95]
orange  	  0.314708033311	  0.509281678773	@ [catIds = 55 | IoU = 0.65:0.95]
broccoli	   0.29228823017	  0.507268170426	@ [catIds = 56 | IoU = 0.65:0.95]
carrot  	  0.168766498465	  0.362637362637	@ [catIds = 57 | IoU = 0.65:0.95]
hot dog 	  0.181688085383	  0.369080234834	@ [catIds = 58 | IoU = 0.65:0.95]
pizza   	  0.329006327938	  0.443428571429	@ [catIds = 59 | IoU = 0.65:0.95]
donut   	  0.459096475527	  0.573943661972	@ [catIds = 60 | IoU = 0.65:0.95]
cake    	  0.438624096684	  0.579703832753	@ [catIds = 61 | IoU = 0.65:0.95]
chair   	   0.32501721224	  0.501843317972	@ [catIds = 62 | IoU = 0.65:0.95]
couch   	  0.242222904437	  0.387997096072	@ [catIds = 63 | IoU = 0.65:0.95]
potted plant	  0.352374261355	  0.561029009305	@ [catIds = 64 | IoU = 0.65:0.95]
bed     	  0.235871723618	  0.403926482874	@ [catIds = 65 | IoU = 0.65:0.95]
dining table	  0.331086479487	   0.50657318142	@ [catIds = 67 | IoU = 0.65:0.95]
toilet  	  0.232956951613	  0.426721479959	@ [catIds = 70 | IoU = 0.65:0.95]
tv      	  0.551429233981	  0.649640861931	@ [catIds = 72 | IoU = 0.65:0.95]
laptop  	  0.529491772755	  0.638888888889	@ [catIds = 73 | IoU = 0.65:0.95]
mouse   	   0.56203820661	  0.638837353123	@ [catIds = 74 | IoU = 0.65:0.95]
remote  	  0.567443835193	  0.646900269542	@ [catIds = 75 | IoU = 0.65:0.95]
keyboard	  0.317496439028	  0.458354366482	@ [catIds = 76 | IoU = 0.65:0.95]
cell phone	  0.451033574872	  0.567693744164	@ [catIds = 77 | IoU = 0.65:0.95]
microwave	  0.324708895598	  0.460741548528	@ [catIds = 78 | IoU = 0.65:0.95]
oven    	  0.523008585293	  0.646753246753	@ [catIds = 79 | IoU = 0.65:0.95]
toaster 	  0.275630397728	  0.414585414585	@ [catIds = 80 | IoU = 0.65:0.95]
sink    	  0.450030309153	  0.539682539683	@ [catIds = 81 | IoU = 0.65:0.95]
refrigerator	  0.322910046504	  0.474285714286	@ [catIds = 82 | IoU = 0.65:0.95]
book    	  0.517086871649	  0.613378684807	@ [catIds = 84 | IoU = 0.65:0.95]
clock   	  0.119775008079	  0.286726559534	@ [catIds = 85 | IoU = 0.65:0.95]
vase    	   0.43818213208	  0.548956661316	@ [catIds = 86 | IoU = 0.65:0.95]
scissors	  0.329035118832	  0.497914494265	@ [catIds = 87 | IoU = 0.65:0.95]
teddy bear	   0.28769889228	  0.369047619048	@ [catIds = 88 | IoU = 0.65:0.95]
hair drier	  0.425773463351	  0.523308270677	@ [catIds = 89 | IoU = 0.65:0.95]
toothbrush	 0.0484485173083	   0.12987012987	@ [catIds = 90 | IoU = 0.65:0.95]
person  	  0.216378092147	  0.298245614035	@ [catIds = 1 | IoU = 0.7:0.95]
bicycle 	   0.43011082518	  0.506572639263	@ [catIds = 2 | IoU = 0.7:0.95]
car     	  0.207067035801	  0.296709129512	@ [catIds = 3 | IoU = 0.7:0.95]
motorcycle	   0.33458263182	  0.438390684741	@ [catIds = 4 | IoU = 0.7:0.95]
airplane	  0.317187631951	  0.392824704814	@ [catIds = 5 | IoU = 0.7:0.95]
bus     	  0.552118009701	  0.620046620047	@ [catIds = 6 | IoU = 0.7:0.95]
train   	  0.583354693003	  0.656654888104	@ [catIds = 7 | IoU = 0.7:0.95]
truck   	  0.518117520836	  0.615789473684	@ [catIds = 8 | IoU = 0.7:0.95]
boat    	  0.280967500148	  0.483494363929	@ [catIds = 9 | IoU = 0.7:0.95]
traffic light	  0.188342373822	  0.299135220126	@ [catIds = 10 | IoU = 0.7:0.95]
fire hydrant	  0.167334132175	  0.272082018927	@ [catIds = 11 | IoU = 0.7:0.95]
stop sign	  0.587805677713	  0.640264026403	@ [catIds = 13 | IoU = 0.7:0.95]
parking meter	  0.616339735802	  0.682222222222	@ [catIds = 14 | IoU = 0.7:0.95]
bench   	  0.407415203563	  0.491666666667	@ [catIds = 15 | IoU = 0.7:0.95]
bird    	  0.192210374811	  0.308596918086	@ [catIds = 16 | IoU = 0.7:0.95]
cat     	  0.294185624672	  0.366120218579	@ [catIds = 17 | IoU = 0.7:0.95]
dog     	  0.563734161949	  0.673267326733	@ [catIds = 18 | IoU = 0.7:0.95]
horse   	  0.545087339212	   0.64373088685	@ [catIds = 19 | IoU = 0.7:0.95]
sheep   	  0.485937714125	  0.564950980392	@ [catIds = 20 | IoU = 0.7:0.95]
cow     	  0.424868353271	  0.514124293785	@ [catIds = 21 | IoU = 0.7:0.95]
elephant	  0.482354582302	  0.560035842294	@ [catIds = 22 | IoU = 0.7:0.95]
bear    	  0.522770247019	   0.62037037037	@ [catIds = 23 | IoU = 0.7:0.95]
zebra   	  0.610244345751	  0.673708920188	@ [catIds = 24 | IoU = 0.7:0.95]
giraffe 	  0.570424457313	  0.637218045113	@ [catIds = 25 | IoU = 0.7:0.95]
backpack	   0.56740033968	  0.647270114943	@ [catIds = 27 | IoU = 0.7:0.95]
umbrella	   0.10644773452	  0.269541778976	@ [catIds = 28 | IoU = 0.7:0.95]
